_id,Tema,Fichas_Dataset,XLS,SHP,KML,CSV,RSS,JSON,XML,ODS,RDF,GTFS,TSV,URL_ficha
1133,Medio ambiente,Mallas cartográficas. Hojas del Mapa Topográfico a escala 1/25.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamallas_pol_25m-xml
1134,Medio ambiente,Mallas cartográficas. Hojas a escala 1/500,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamallas_pol_500-xml
1135,Medio ambiente,Mallas cartográficas. Hojas a escala 1/50.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamallas_pol_50m-xml
1136,Medio ambiente,Mallas cartográficas. Hojas del Mapa Topográfico a escala 1/5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamallas_pol_5m-xml
1137,Medio ambiente,Agendas Locales 21. Delimitación de las Agendas Locales 21,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamaurba_pol_al21-xml
1138,Medio ambiente,Agendas Locales 21. Municipios con Agenda Local 21 y Red NELS,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamaurba_pol_munal21-xml
1139,Sector público,Mapa de la memoria histórica de Navarra. Áreas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamemhca_pol_areas-xml
1140,Sector público,Mapa de la memoria histórica de Navarra. Emplazamientos de fosas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamemhca_sym_fosas-xml
1141,Sector público,Mapa de la memoria histórica de Navarra. Lugares,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamemhca_sym_lugares-xml
1142,Sector público,Mapa de la memoria histórica de Navarra. Lugares de la Memoria Histórica,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnamemhca_sym_lugarmemhca-xml
1143,Medio ambiente,Estaciones meteorológicas automáticas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnameteor_sym_estmetauto-xml
1144,Medio ambiente,Estaciones meteorológicas manuales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnameteor_sym_estmetmanu-xml
1145,Medio ambiente,Mapa de cultivos y aprovechamientos de Navarra (1956),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaocupac_pol_mca_ve1956-xml
1146,Medio ambiente,Mapa de cultivos y aprovechamientos de Navarra (2012),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaocupac_pol_mca_ve2012-xml
1147,Medio ambiente,Mapa de cultivos y aprovechamientos de Navarra (2019),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaocupac_pol_mca_ve2019-xml
1148,Medio ambiente,Mapa de cultivos y aprovechamientos de Navarra (2021),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaocupac_pol_mca_ve2021-xml
1149,Medio ambiente,"Aptitud de usos generales en Urbasa, Andía y limitaciones de Améscoas (Proyecto REDR)",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaocupac_pol_redrapti-xml
1150,Medio ambiente,"Fechas de vuelo de la ""Pseudo-ortofoto” B/N 1/2.500 – 1927/1934",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav1927-xml
1151,Medio ambiente,Fechas de vuelo de la Ortofoto B/N 1/5.000 – 1966/1971,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav1966-xml
1152,Medio ambiente,Fechas de vuelo de la Ortofoto B/N 1/5.000 – 1982/1984,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav1982-xml
1153,Medio ambiente,Fechas de vuelo de la Ortofoto B/N 1/5.000 – 1987/1991,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav1987-xml
1154,Medio ambiente,Fechas de vuelo de la Ortofoto B/N 1/5.000 – 1992/1996,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav1992-xml
1155,Medio ambiente,Fechas de vuelo de la Ortofoto 1/5.000 – 1998/2000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav1998-xml
1156,Medio ambiente,Fechas de vuelo de la Ortofoto 1/5.000 – 2003,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2003-xml
1157,Medio ambiente,Fechas de vuelo de la Ortofoto 1/5.000 – 2004,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2004-xml
1158,Medio ambiente,Fechas de vuelo de la Ortofoto 1/10.000 – 2005,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2005-xml
1159,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto 1/5.000 – 2006,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2006-xml
1160,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2008,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2008-xml
1161,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto Rápida (resolución 25 cm) 2009,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2009-xml
1162,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2010,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2010-xml
1163,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto Rápida (resolución 25 cm) 2011,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2011-xml
1164,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2012,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2012-xml
1165,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto Rápida (resolución 50 cm) 2013,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2013-xml
1166,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 50 cm) 2014,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2014-xml
1167,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2017,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2017-xml
1168,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2018,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2018-xml
1169,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2019,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2019-xml
1170,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2020,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2020-xml
1171,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2021,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2021-xml
1172,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2022,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2022-xml
1173,Medio ambiente,Gráfico de fechas de vuelo de la Ortofoto (resolución 25 cm) 2023,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechav2023-xml
1174,Medio ambiente,Fechas de vuelo de la Ortofoto 1/1.000 - 1999/2010,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofo_pol_fechavsiun-xml
1175,Medio ambiente,"""Pseudo-ortofoto"" B/N 1/10.000 - 1945/1946",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_10000_1945-xml
1176,Medio ambiente,Ortofoto B/N 1/10.000 - 1956/1957,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_10000_1957-xml
1177,Medio ambiente,Ortofoto Color 1/1.000 - 1999,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_1999-xml
1178,Medio ambiente,Ortofoto Color 1/1.000 - 2000,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2000-xml
1179,Medio ambiente,Ortofoto Color 1/1.000 - 2001,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2001-xml
1180,Medio ambiente,Ortofoto Color 1/1.000 - 2002,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2002-xml
1181,Medio ambiente,Ortofoto Color 1/1.000 - 2003,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2003-xml
1182,Medio ambiente,Ortofoto Color 1/1.000 - 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2004-xml
1183,Medio ambiente,Ortofoto Color 1/1.000 - 2005,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2005-xml
1184,Medio ambiente,Ortofoto Color 1/1.000 - 2006,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2006-xml
1185,Medio ambiente,Ortofoto Color 1/1.000 - 2007,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2007-xml
1186,Medio ambiente,Ortofoto Color 1/1.000 - 2008,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2008-xml
1187,Medio ambiente,Ortofoto Color 1/1.000 - 2009,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2009-xml
1188,Medio ambiente,Ortofoto Color 1/1.000 - 2010,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun_2010-xml
1189,Medio ambiente,Ortofoto Color 1/1.000,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_1000_siun-xml
1190,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Ablitas. Año 2001,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_ablitas_2001-xml
1191,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Ablitas. Año 2003,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_ablitas_2003-xml
1192,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Alloz. Año 2008,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_alloz_2008-xml
1193,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Aritzu. Año 2005,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_aritzu_2005-xml
1194,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Burguete. Año 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_burguete_2004-xml
1195,Medio ambiente,"Ortofoto 1:2000 de concentración parcelaria. Canal de Navarra, sectores I-III. Año 2003",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_canal_i_iii-xml
1196,Medio ambiente,"Ortofoto 1:2000 de concentración parcelaria. Canal de Navarra, sector IV. Año 2005",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_canal_iv-xml
1197,Medio ambiente,"Ortofoto 1:2000 de concentración parcelaria. Canal de Navarra, sectores I-X. Años 2003, 2005 y 2006",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_canal_i_x-xml
1198,Medio ambiente,"Ortofoto 1:2000 de concentración parcelaria. Canal de Navarra,  sectores V-X. Año 2006",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_canal_v_x-xml
1199,Medio ambiente,Ortofoto Color 1/2.000 - 2000,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_comarca-xml
1200,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Echagüe. Año 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_echague_2004-xml
1201,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Eslava. Año 2005,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_eslava_2005-xml
1202,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Esparza de Galar. Año 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_esparzagalar_2004-xml
1203,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Funes. Año 2010,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_funes_2010-xml
1204,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Gallipienzo. Año 2006,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_gallipienzo_2006-xml
1205,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Mélida. Año 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_melida_2004-xml
1206,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Mendavia. Año 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_mendavia_2004-xml
1207,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Ollacarizqueta. Año 2008,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_ollacarizqueta_2008-xml
1208,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Rocaforte. Año 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_rocaforte_2004-xml
1209,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Valtierra. Año 2000,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_valtierra_2000-xml
1210,Medio ambiente,"Ortofoto 1:2000 de concentración parcelaria. Varias zonas: Ardaitz, Ollo, Cortes y Ustés. Año 2001",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_variaszonas1_2001-xml
1211,Medio ambiente,"Ortofoto 1:2000 de concentración parcelaria. Varias zonas: Peralta, Falces y Valtierra. Año 2001",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_variaszonas2_2001-xml
1212,Medio ambiente,Ortofoto 1:2000 de concentración parcelaria. Zilbeti. Año 2008,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2000_zilbeti_2008-xml
1213,Medio ambiente,Ortofoto Color 1/25.000 - 1991/1995,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_25000_1991_1994-xml
1214,Medio ambiente,"""Pseudo-ortofoto” de Navarra. Vuelo 1927/1934",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_2500_1929-xml
1215,Medio ambiente,Ortofoto B/N 1/5.000 - 1966/1971,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_1966-xml
1216,Medio ambiente,Ortofoto B/N 1/5.000 - 1982/1984,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_1982_1984-xml
1217,Medio ambiente,Ortofoto B/N 1/5.000 - 1982,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_1982-xml
1218,Medio ambiente,Ortofoto B/N 1/5.000 - 1987/1991,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_1987-xml
1219,Medio ambiente,Ortofoto B/N 1/5.000 - 1992/1996,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_1992_1996-xml
1220,Medio ambiente,Ortofoto Color 1/5.000 - 2003,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2003-xml
1221,Medio ambiente,Ortofoto Color 1/5.000 - 2004,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2004-xml
1222,Medio ambiente,Ortofoto Color 1/10.000 - 2005,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2005-xml
1223,Medio ambiente,Ortofoto Color 1/5.000 - 2006,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2006-xml
1224,Medio ambiente,Ortofoto básica color 2008 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2008-xml
1225,Medio ambiente,Ortofoto rápida color 2009 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2009-xml
1226,Medio ambiente,Ortofoto básica color 2010 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2010-xml
1227,Medio ambiente,Ortofoto rápida color 2011 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2011-xml
1228,Medio ambiente,Ortofoto básica color 2012 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2012-xml
1229,Medio ambiente,Ortofoto rápida color 2013 (resolución 50 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2013-xml
1230,Medio ambiente,Ortofoto básica color 2014 (resolución 50 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2014-xml
1231,Medio ambiente,Ortofoto básica color 2017 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2017-xml
1232,Medio ambiente,Ortofoto básica color 2018 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2018-xml
1233,Medio ambiente,"Ortofoto básica color vuelo invierno 2019 (resolución 25 cm, remuestreada de 30cm)",,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2019-xml
1234,Medio ambiente,Ortofoto básica color 2020 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2020-xml
1235,Medio ambiente,Ortofoto básica color 2021 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2021-xml
1236,Medio ambiente,Ortofoto básica color 2022 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2022-xml
1237,Medio ambiente,Ortofoto básica color 2023 (resolución 25 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_2023-xml
1238,Medio ambiente,Ortofoto Color 1/5.000 - 1998/2000,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_98_00-xml
1239,Medio ambiente,Ortofoto 1:5000 de concentración parcelaria. Varias zonas. Años 2004-2005,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_5000_variaszonas_2004_2005-xml
1240,Medio ambiente,Ortofoto Verdadera de la Comarca de Pamplona color vuelo 2020 (resolución 7 cm),,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaortofoto_500_pamplona_2020-xml
1241,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Red de alumbrado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_lin_alumbrado-xml
1242,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Paseos e itinerarios fluviales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_lin_itinerarios-xml
1243,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Puentes y pasarelas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_lin_puentes-xml
1244,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Áreas recreativas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_pol_arearecre-xml
1245,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Áreas de esparcimiento canino,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_pol_espcanino-xml
1246,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Infraestructuras,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_pol_infraest-xml
1247,Medio ambiente,Parque Fluvial de la Comarca de Pamplona. Zonificación según vegetación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_pol_vegetacion-xml
1248,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Farolas de la red de alumbrado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_alumbrado-xml
1249,Medio ambiente,Parque Fluvial de la Comarca de Pamplona. Árboles singulares,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_arbolsing-xml
1250,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Arquetas de la red de alumbrado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_arquetas-xml
1251,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Cajas de murciélagos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_cajas-xml
1252,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Mobiliario,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_mobiliario-xml
1253,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Señales y paneles informativos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_paneles-xml
1254,Urbanismo e infraestructuras,Parque Fluvial de la Comarca de Pamplona. Juegos infantiles,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaparflu_sym_zonarecre-xml
1255,Sociedad y bienestar,Camino de Santiago. Trazado real,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_lin_caminosantr-xml
1256,Sociedad y bienestar,Camino de Santiago. Trazado oficial,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_lin_caminosant-xml
1257,Sociedad y bienestar,Bienes de Interés Cultural. Entornos de protección de los BIC,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_pol_bic-xml
1258,Sector público,Zonificaciones tradicionales. Merindades,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_pol_merindades-xml
1259,Sociedad y bienestar,Yacimientos arqueológicos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_pol_yaciarqueo-xml
1260,Sector público,Zonificación Lingüística. Delimitación de la Zonificación Lingüística,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_pol_zonifling-xml
1261,Sociedad y bienestar,Bienes de Interés Cultural arqueológicos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_bicarqueo-xml
1262,Sociedad y bienestar,Bienes de Interés Cultural arquitectónicos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_bicarquite-xml
1263,Sector público,Fotografías históricas. Caseríos de Leitza,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_casasleitza-xml
1264,Sector público,Fiestas y tradiciones de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_fiestas-xml
1265,Sector público,Selección de fotografías aéreas y panorámicas de la Fototeca de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_fototeca-xml
1266,Medio ambiente,Catálogo de montes de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_montes-xml
1267,Sector público,Colección de recorridos senderistas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_senderismo-xml
1268,Sector público,Videos cortos de poblaciones de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapatrim_sym_videospob-xml
1269,Medio ambiente,Mancomunidades que gestionan Residuos Sólidos Urbanos (por municipio),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_mancomursu-xml
1270,Medio ambiente,Delimitación de las Mancomunidades que gestionan Residuos Sólidos Urbanos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_mancorsug-xml
1271,Medio ambiente,Plan de Residuos de Navarra para el período 2017-2027: Zona de mayor potencialidad para la ubicación de instalaciones de compostaje y fracción resto,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_prn27comfr-xml
1272,Medio ambiente,"Plan de Residuos de Navarra para el período 2017-2027: Criterios de zonificación para la ubicación de nuevas instalaciones de residuos no peligrosos e inertes, compostaje y fracción resto",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_prn27crite-xml
1273,Medio ambiente,Plan de Residuos de Navarra para el período 2017-2027: Zona de mayor potencialidad para la ubicación de vertederos no peligrosos e inertes,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_prn27verte-xml
1274,Medio ambiente,"Zonificación de la calidad del aire: NOx, SO2, CO, PM10 y PM 2,5",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_zaire-xml
1275,Medio ambiente,Zonificación de la calidad del aire: Metales y Benzopireno,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_zmetbenzopireno-xml
1276,Medio ambiente,Zonificación de la calidad del aire: Ozono,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_pol_zozono-xml
1277,Ciencia y tecnología,Red de Control de la Calidad del Aire,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_calidadaire-xml
1278,Medio ambiente,Residuos y espacios degradados. Escombreras,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_escombreras-xml
1279,Medio ambiente,Instalaciones de tratamiento de Residuos Sólidos Urbanos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnapoluci_sym_instalrsu-xml
